0.0147,0.0375,0.0513,0.0891,0.1125,0.1407,0.1743,0.1875,0.2125,0.226,0.2614,0.2906,0.3188,0.3441,0.37,0.3875,0.4222,0.4375,0.458,0.4934,0.5191,0.5465,0.5625,0.5887,0.6147,0.6408,0.666,0.6964,0.7125,0.7372,0.7625,0.7887,0.814,0.8419,0.8689,0.8875,0.9076,0.9367,0.9647,0.9905,0.2,0.0,0.29,1.0,0.0,0.44,0.46,0.0,0.0,0.34,0.73,0.95,0.12,0.49,0.38,0.0,0.21,0.0,0.31,0.15,0.41,0.17,0.0,0.12,0.17,0.4,0.08,0.38,0.0,0.18,0.0,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box
0.0168,0.0375,0.0615,0.0923,0.1125,0.144,0.1625,0.1795,0.2125,0.2275,0.265,0.2875,0.3165,0.3375,0.3546,0.3875,0.4054,0.4404,0.4625,0.4793,0.5181,0.5375,0.5555,0.5863,0.6153,0.6472,0.6625,0.698,0.7125,0.7495,0.7625,0.7962,0.8125,0.8258,0.8517,0.8936,0.9216,0.9496,0.9625,0.9873,0.06,0.0,0.27,1.0,0.0,0.32,0.0,0.38,0.0,0.2,0.47,0.0,0.16,0.0,0.24,0.0,0.24,0.23,0.0,0.1,0.24,0.0,0.1,0.15,0.09,0.22,0.0,0.19,0.0,0.12,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,box
0.0001,0.033,0.0612,0.0925,0.1125,0.1321,0.1624,0.1876,0.2125,0.2304,0.2629,0.2901,0.3155,0.3441,0.3625,0.3796,0.4093,0.4479,0.4625,0.4837,0.5125,0.5315,0.558,0.5986,0.6125,0.6367,0.667,0.6933,0.7125,0.744,0.7625,0.7761,0.8045,0.8397,0.8625,0.8893,0.9125,0.9334,0.9593,0.9986,0.01,0.16,0.1,0.93,0.0,0.71,0.53,0.39,0.0,0.28,1.0,0.52,0.21,0.36,0.0,0.54,0.15,0.38,0.0,0.35,0.0,0.61,0.23,0.51,0.0,0.97,0.41,0.25,0.0,0.31,0.0,0.23,0.18,0.02,0.0,0.01,0.0,0.0,0.01,0.01,box
0.0121,0.0375,0.0503,0.0875,0.1004,0.1284,0.1661,0.1983,0.2125,0.2425,0.2625,0.2756,0.301,0.3343,0.3624,0.3915,0.4188,0.4375,0.4683,0.4875,0.5071,0.5332,0.562,0.5965,0.6221,0.6375,0.657,0.6944,0.7125,0.744,0.7696,0.7875,0.8086,0.8355,0.8625,0.8796,0.9076,0.9496,0.9625,0.9776,0.02,0.0,0.32,0.0,0.19,0.15,0.38,0.44,0.0,0.27,0.0,0.42,1.0,0.26,0.45,0.35,0.09,0.0,0.06,0.0,0.05,0.08,0.06,0.08,0.05,0.0,0.09,0.05,0.0,0.07,0.05,0.0,0.02,0.01,0.0,0.01,0.01,0.02,0.0,0.01,box
0.0115,0.0395,0.0654,0.0916,0.1125,0.1323,0.1627,0.1884,0.2125,0.2269,0.2565,0.2967,0.3125,0.3385,0.3673,0.3875,0.4119,0.4388,0.4625,0.4835,0.5201,0.5453,0.573,0.5875,0.6028,0.6422,0.6673,0.6945,0.7125,0.7278,0.7668,0.7956,0.8208,0.8493,0.8625,0.8813,0.9066,0.9319,0.9579,0.983,0.11,0.02,0.16,1.0,0.0,0.52,0.68,0.29,0.0,0.36,0.65,0.79,0.0,0.36,0.43,0.0,0.31,0.31,0.0,0.4,0.17,0.23,0.05,0.0,0.45,0.32,0.19,0.22,0.0,0.22,0.32,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box
0.0139,0.0473,0.0733,0.0875,0.1126,0.1397,0.166,0.1875,0.215,0.2375,0.263,0.2909,0.3172,0.3375,0.3554,0.381,0.4085,0.4375,0.4554,0.4957,0.5216,0.5467,0.5625,0.5967,0.6218,0.6483,0.6734,0.6875,0.7019,0.7469,0.7625,0.7876,0.8236,0.8375,0.8501,0.8904,0.9173,0.9496,0.9625,0.9873,0.09,0.13,0.33,0.0,0.55,1.0,0.4,0.0,0.56,0.0,0.91,0.84,0.52,0.0,0.92,0.26,0.15,0.0,0.23,0.47,0.03,0.37,0.0,0.27,0.38,0.23,0.36,0.0,0.28,0.32,0.0,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box
0.0176,0.0375,0.0527,0.0878,0.114,0.1405,0.1625,0.1757,0.2121,0.246,0.2724,0.2986,0.3241,0.3375,0.365,0.3919,0.4125,0.4307,0.4705,0.4875,0.5028,0.5437,0.5728,0.5875,0.604,0.6335,0.6589,0.6934,0.7235,0.7494,0.7625,0.7752,0.8032,0.829,0.8624,0.8875,0.9033,0.9375,0.9507,0.9776,1.0,0.0,0.51,0.21,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box
0.012,0.0378,0.0709,0.0875,0.1183,0.1462,0.1625,0.1773,0.2122,0.2424,0.2625,0.2862,0.318,0.3375,0.3617,0.3868,0.4175,0.4433,0.4625,0.4914,0.5125,0.5316,0.5577,0.5869,0.6141,0.6394,0.6729,0.6875,0.7052,0.7325,0.7579,0.7861,0.8138,0.8398,0.8625,0.8796,0.9098,0.9399,0.969,0.997,1.0,0.18,0.24,0.0,0.14,0.08,0.0,0.18,0.15,0.11,0.0,0.18,0.11,0.0,0.14,0.09,0.04,0.02,0.0,0.01,0.0,0.02,0.0,0.01,0.02,0.03,0.02,0.0,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,box
0.0213,0.0375,0.0706,0.0875,0.1047,0.1366,0.1641,0.1916,0.2125,0.2257,0.2573,0.2834,0.3096,0.3355,0.3625,0.3875,0.4186,0.4445,0.4625,0.4821,0.5137,0.5434,0.5702,0.5875,0.6182,0.6456,0.6625,0.6791,0.7064,0.7492,0.7625,0.7827,0.8098,0.8364,0.8646,0.8926,0.9227,0.9375,0.9593,0.9916,0.01,0.0,1.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.11,0.11,0.01,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0161,0.042,0.0706,0.0875,0.1172,0.1375,0.1641,0.1905,0.2166,0.2375,0.2574,0.2842,0.3096,0.3476,0.3625,0.3804,0.4174,0.4375,0.4554,0.4822,0.5172,0.5375,0.5586,0.5875,0.6186,0.6445,0.6625,0.6791,0.708,0.7375,0.756,0.7826,0.8132,0.8439,0.8721,0.8875,0.9141,0.9496,0.9625,0.9916,0.02,0.0,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0181,0.0439,0.0706,0.0875,0.118,0.1375,0.1641,0.1875,0.2067,0.2375,0.2526,0.278,0.3096,0.3478,0.3625,0.3815,0.4191,0.4375,0.457,0.4821,0.5077,0.5384,0.5707,0.5875,0.6157,0.6456,0.6625,0.6788,0.7093,0.739,0.7625,0.7848,0.8134,0.8408,0.8659,0.8915,0.9173,0.9453,0.9625,0.9819,0.01,0.01,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.0,0.0,0.07,0.0,0.05,0.06,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0161,0.042,0.0706,0.0875,0.1178,0.1375,0.1641,0.1935,0.2226,0.2375,0.2551,0.2813,0.3086,0.3461,0.3712,0.3875,0.4175,0.4375,0.4561,0.4821,0.5197,0.5375,0.5709,0.5875,0.6187,0.6444,0.6625,0.6783,0.7066,0.7414,0.7625,0.7893,0.8172,0.8423,0.8689,0.8947,0.9125,0.9324,0.9625,0.9787,0.01,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0161,0.0431,0.0706,0.0875,0.1119,0.137,0.1628,0.1875,0.2008,0.2303,0.2571,0.2835,0.3086,0.3338,0.3625,0.3803,0.4134,0.4447,0.4625,0.4821,0.5125,0.5318,0.5712,0.5875,0.6183,0.6444,0.6625,0.6783,0.7084,0.7415,0.7625,0.7814,0.8108,0.8389,0.8667,0.8947,0.9125,0.9388,0.969,0.9981,0.02,0.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0157,0.0412,0.0706,0.0875,0.1164,0.1375,0.1628,0.1875,0.2071,0.245,0.2625,0.2815,0.3086,0.3394,0.3625,0.3862,0.4142,0.4375,0.4555,0.4806,0.5189,0.5462,0.5714,0.5875,0.6131,0.6443,0.6625,0.6782,0.7065,0.7416,0.7625,0.7829,0.8122,0.8381,0.8632,0.8904,0.9125,0.9367,0.9625,0.983,0.03,0.02,1.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.01,0.0,0.01,0.0,0.0,0.12,0.0,0.04,0.12,0.02,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.016,0.0434,0.0706,0.0957,0.121,0.1375,0.1628,0.1899,0.2164,0.2491,0.2625,0.2812,0.3086,0.3387,0.3643,0.3897,0.415,0.4414,0.4625,0.4807,0.5058,0.5448,0.57,0.5875,0.6134,0.6444,0.6625,0.6783,0.7065,0.7435,0.7625,0.7815,0.8106,0.8385,0.8678,0.893,0.9184,0.9375,0.9679,0.997,0.02,0.01,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.06,0.08,0.01,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.016,0.042,0.0706,0.0875,0.1184,0.1375,0.1628,0.1907,0.2211,0.2375,0.2574,0.2832,0.3086,0.3375,0.3548,0.38,0.4129,0.4375,0.4554,0.4821,0.5189,0.5461,0.5625,0.5904,0.6166,0.6444,0.6625,0.678,0.7067,0.7375,0.7564,0.7884,0.8144,0.843,0.8625,0.8926,0.9216,0.9375,0.9593,0.9873,0.03,0.01,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.07,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0181,0.0436,0.0706,0.0875,0.1189,0.1375,0.1641,0.1939,0.221,0.2375,0.2553,0.2844,0.3096,0.3375,0.3558,0.3865,0.4246,0.4375,0.4564,0.4821,0.5134,0.5434,0.5687,0.5875,0.6011,0.6443,0.6625,0.6783,0.7094,0.7412,0.7625,0.7849,0.8103,0.8359,0.8634,0.8905,0.9125,0.927,0.9521,0.9776,0.03,0.01,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.01,0.0,0.01,0.0,0.0,0.21,0.0,0.05,0.18,0.03,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.0161,0.0421,0.0706,0.0875,0.1185,0.1375,0.1641,0.1875,0.2074,0.2351,0.2625,0.2845,0.3096,0.3353,0.3608,0.3864,0.418,0.4375,0.4567,0.4822,0.5192,0.5375,0.5583,0.5902,0.6163,0.6454,0.6625,0.6787,0.7086,0.7375,0.7601,0.7852,0.8148,0.8404,0.8678,0.8875,0.9076,0.9367,0.969,0.9959,0.04,0.01,1.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.05,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.016,0.0448,0.0706,0.0875,0.1146,0.1375,0.1628,0.1906,0.217,0.2448,0.2721,0.2875,0.3096,0.3388,0.3625,0.3784,0.4133,0.441,0.4625,0.4821,0.5163,0.5449,0.571,0.5875,0.6148,0.6444,0.6625,0.6781,0.7092,0.7375,0.7571,0.7843,0.8157,0.843,0.8732,0.8875,0.9076,0.9464,0.9625,0.9959,0.02,0.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.02,0.05,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
0.018,0.0435,0.0705,0.0973,0.1125,0.1255,0.1628,0.1882,0.2149,0.2375,0.2553,0.2813,0.3086,0.3375,0.355,0.3895,0.424,0.4375,0.4548,0.4822,0.5187,0.5446,0.5707,0.596,0.6125,0.6443,0.6625,0.6792,0.7079,0.7386,0.7625,0.7831,0.8156,0.843,0.8625,0.8915,0.9227,0.9496,0.9625,0.9873,0.12,0.02,1.0,0.01,0.0,0.02,0.57,0.0,0.01,0.0,0.02,0.02,0.7,0.0,0.01,0.02,0.01,0.0,0.0,0.27,0.02,0.01,0.04,0.02,0.0,0.5,0.0,0.07,0.27,0.03,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glass
